Divin	Ag	DIVIN
,	Fw	,
Et	Vvc	Et
de	S	DE
fille	Nc	FILLE
de	S	DE
Roi	Nc	ROI
je	Pp	JE
devins	Vvc	DEVENIR
leur	Ds	LEUR
captive	Nc	CAPTIF
.	Fs	.
Voyez	Vvc	VOIR
donc	Rg	DONC
de	S	DE
quels	Dt	QUEL
biens	Nc	BIEN
la	Da	LE
fortune	Nc	FORTUNE
me	Pp	JE
prive	Vvc	PRIVER
,	Fw	,
Et	Vvc	Et
jugez	Vvc	JUGER
si	Cs	SI
vos	Ds	VOTRE
maux	Nc	MAL
surpassent	Vvc	SURPASSER
mes	Ds	MON
douleurs	Nc	DOULEUR
.	Fs	.
Le	Da	LE
sort	Nc	SORT
de	S	DE
même	Ag	MÊME
cause	Nc	CAUSE
a	Vuc	AVOIR
tiré	Ge	TIRER
nos	Ds	NOTRE
malheurs	Nc	MALHEUR
;	Fw	;
Nous	Vvc	Nous
souffrons	Vvc	SOUFFRIR
des	Dn	UN
tyrans	Nc	TYRAN
l'	Da	LE
Empire	Nc	EMPIRE
illégitime	Ag	ILLÉGITIME
,	Fw	,
Nous	Vvc	Nous
sommes	Vuc	ÊTRE
toutes	Di	TOUT
deux	Nc	DEUX
les	Da	LE
esclaves	Nc	ESCLAVE
du	S+Da	DE+LE
crime	Nc	CRIME
.	Fs	.
Ah	I	AH
mon	Ds	MON
cher	Ag	CHER
Téléphonte	Nc	Téléphonte
!	Fs	!
Un	Dn	UN
fils	Nc	FIL|FILS
vous	Pp	VOUS
peut	Vvc	POUVOIR
toucher	Vvn	TOUCHER
,	Fw	,
Mais	Vvc	Mais
mon	Ds	MON
affection	Nc	AFFECTION
me	Pp	JE
le	Pp	IL
rend	Vvc	RENDRE
bien	Rg	BIEN
plus	Rg	PLUS
cher	Ag	CHER
,	Fw	,
Vous	Nc	Vous
ne	Rp	NE
l'	Pp	IL
avez	Vuc	AVOIR
point	Rg	POINT
vu	Ge	VOIR
depuis	S	DEPUIS
sa	Ds	SON
tendre	Ag	TENDRE
enfance	Nc	ENFANCE
,	Fw	,
Vous	Nc	Vous
aimez	Vvc	AIMER
par	S	PAR
instinct	Nc	INSTINCT
,	Fw	,
et	Cc	ET
moi	Pp	JE
par	S	PAR
connaissance	Nc	CONNAISSANCE
:	Fw	:
Vous	Pp	VOUS
l'	Pp	IL
aimez	Vvc	AIMER
seulement	Rg	SEULEMENT
comme	S	COMME
venant	Ga	VENIR
de	S	DE
vous	Pp	VOUS
,	Fw	,
Moi	Vvc	Moi
comme	Cs	COMME
vertueux	Ag	VERTUEUX
et	Cc	ET
comme	S	COMME
mon	Ds	MON
époux	Nc	ÉPOUX
;	Fw	;
Et	Vvc	Et
l'	Pp	IL
on	Pp	ON
nous	Pp	NOUS
élevait	Vvc	ÉLEVER
à	S	À
la	Da	LE
Cour	Nc	COUR
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Sous	Vvc	Sous
les	Da	LE
aimables	Ag	AIMABLE
noms	Nc	NOM
et	Cc	ET
de	S	DE
soeur	Nc	SUR
et	Cc	ET
de	S	DE
frère	Nc	FRÈRE
.	Fs	.
Que	Cs	QUE
l'	Da	LE
Hymen	Nc	HYMEN
seulement	Rg	SEULEMENT
devait	Vvc	DEVOIR
changer	Vvn	CHANGER
un	Dn	UN
jour	Nc	JOUR
,	Fw	,
Afin	Nc	Afin
que	Cs	QUE
l'	Da	LE
amitié	Nc	AMITIÉ
fît	Vvc	FAIRE
éclore	Vvn	ÉCLORE
l'	Da	LE
amour	Nc	AMOUR
.	Fs	.
Ah	I	AH
si	Cs	SI
vous	Pp	VOUS
aviez	Vuc	AVOIR
vu	Ge	VOIR
ce	Dd	CE
fils	Nc	FIL|FILS
incomparable	Ag	INCOMPARABLE
!	Fs	!
Et	Cc	ET
si	Cs	SI
vous	Pp	VOUS
connaissiez	Vvc	CONNAÎTRE
son	Ds	SON
adresse	Nc	ADRESSE
admirable	Ag	ADMIRABLE
,	Fw	,
Son	Nc	SON
esprit	Nc	ESPRIT
,	Fw	,
sa	Ds	SON
valeur	Nc	VALEUR
,	Fw	,
sa	Ds	SON
générosité	Nc	GÉNÉROSITÉ
,	Fw	,
Son	Nc	SON
zèle	Nc	ZÈLE
envers	S	ENVERS
les	Da	LE
siens	Ps	SIEN
,	Fw	,
sa	Ds	SON
grande	Ag	GRAND
piété	Nc	PIÉTÉ
,	Fw	,
Comme	Vvc	Comme
il	Pp	IL
hait	Vvc	HAÏR
les	Da	LE
tyrans	Nc	TYRAN
,	Fw	,
et	Cc	ET
la	Da	LE
sainte	Ag	SAINT
colère	Nc	COLÈRE
,	Fw	,
Dont	Vvc	Dont
il	Pp	IL
est	Vuc	ÊTRE
embrasé	Ge	EMBRASER
dès	S	DÈS
qu'	Cs	QUE
il	Pp	IL
pense	Vvc	PENSER
à	S	À
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
Ah	Vvc	Ah
si	Cs	SI
vous	Pp	VOUS
connaissiez	Vvc	CONNAÎTRE
son	Ds	SON
ardente	Ag	ARDENT
amitié	Nc	AMITIÉ
!	Fs	!
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
votre	Ds	VOTRE
amour	Nc	AMOUR
s'	Pp	SE
accroîtrait	Vvc	ACCROÎTRE
de	S	DE
moitié	Nc	MOITIÉ
.	Fs	.
Que	Cs	QUE
ce	Dd	CE
discours	Nc	DISCOURS
me	Pp	JE
plaît	Vvc	PLAIRE
,	Fw	,
continuez	Vvc	CONTINUER
encore	Rg	ENCORE
,	Fw	,
Il	Vvc	Il
charme	Nc	CHARME
avec	S	AVEC
mes	Ds	MON
sens	Nc	SENS
l'	Da	LE
ennui	Nc	ENNUI
qui	Pr	QUI
me	Pp	JE
dévore	Vvc	DÉVORER
:	Fw	:
Si	Cs	SI
tes	Ds	TON
hautes	Ag	HAUT
vertus	Nc	VERTU
surpassent	Vvc	SURPASSER
tes	Ds	TON
malheurs	Nc	MALHEUR
,	Fw	,
Mon	Nc	Mon
fils	Nc	FIL|FILS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
t'	Pp	TU
offenser	Vvn	OFFENSER
que	Cs	QUE
te	Pp	TU
donner	Vvn	DONNER
des	Dn	UN
pleurs	Nc	PLEUR
.	Fs	.
Il	Pp	IL
n'	Rp	NE
avait	Vuc	AVOIR
pas	Rg	PAS
seize	Nc	SEIZE
ans	Nc	AN
,	Fw	,
quand	Cs	QUAND
sa	Ds	SON
vertu	Nc	VERTU
guerrière	Ag	GUERRIER
Trouva	Vvc	TROUVER
pour	S	POUR
s'	Pp	SE
exercer	Vvn	EXERCER
une	Dn	UN
illustre	Ag	ILLUSTRE
matière	Nc	MATIÈRE
.	Fs	.
Le	Da	LE
perfide	Ag	PERFIDE
Lycas	Nc	Lycas
par	S	PAR
ses	Ds	SON
lâches	Ag	LÂCHE
projets	Nc	PROJET
,	Fw	,
Ayant	Ga	AVOIR
contre	S	CONTRE
mon	Ds	MON
père	Nc	PÈRE
excité	Ge	EXCITER
ses	Ds	SON
sujets	Nc	SUJET
,	Fw	,
Mis	Vvc	METTRE
l'	Da	LE
effroi	Nc	EFFROI
dans	S	DANS
nos	Ds	NOTRE
champs	Nc	CHAMP|CHAMPS
,	Fw	,
et	Cc	ET
le	Da	LE
feu	Nc	FEU
dans	S	DANS
nos	Ds	NOTRE
villes	Nc	VILLE
,	Fw	,
Téléphonte	Nc	Téléphonte
apaisa	Vvc	APAISER
les	Da	LE
tempêtes	Nc	TEMPÊTE
civiles	Ag	CIVIL
;	Fw	;
Car	Nc	CAR
de	S	DE
ses	Ds	SON
propres	Ag	PROPRE
mains	Nc	MAIN
ayant	Ga	AVOIR
tué	Ge	TUER
Lycas	Vvc	Lycas
,	Fw	,
Les	Vvc	Les
rebelles	Ag	REBELLE
vaincus	Nc	VAINCU
mirent	Vvc	METTRE|MIRER
les	Da	LE
armes	Nc	ARME|ARMÉ
bas	Ag	BAS
.	Fs	.
Ah	I	AH
qu'	Cs	QUE
il	Pp	IL
le	Pp	IL
fit	Vvc	FAIRE
beau	Ag	BEAU
voir	Vvn	VOIR
quand	Cs	QUAND
il	Pp	IL
fit	Vvc	FAIRE
son	Ds	SON
entrée	Nc	ENTRÉE
,	Fw	,
Dans	Vvc	Dans
les	Da	LE
riches	Ag	RICHE
cités	Nc	CITÉ
du	S+Da	DE+LE
petit	Ag	PETIT
fils	Nc	FIL|FILS
de	S	DE
Rhée	Nc	Rhée
;	Fw	;
Et	Vvc	Et
qu'	Cs	QUE
on	Pp	ON
vit	Vvc	VIVRE|VOIR
éclater	Vvn	ÉCLATER
dans	S	DANS
un	Dn	UN
char	Nc	CHAR
triomphant	Ag	TRIOMPHANT
,	Fw	,
Ce	Vvc	Ce
héros	Nc	HÉROS
qui	Pr	QUI
n'	Rp	NE
était	Vuc	ÊTRE
encore	Rg	ENCORE
qu'	Cs	QUE
un	Dn	UN
enfant	Nc	ENFANT
:	Fw	:
Chacun	Pi	CHACUN
crût	Vvc	CROIRE|CROÎTRE
voir	Vvn	VOIR
un	Dn	UN
Dieu	Nc	DIEU
tant	Rg	TANT
il	Pp	IL
avait	Vuc	AVOIR
de	S	DE
gloire	Nc	GLOIRE
,	Fw	,
Et	Vvc	Et
tant	Rg	TANT
il	Pp	IL
empruntait	Vvc	EMPRUNTER
d'	S	DE
éclat	Nc	ÉCLAT
de	S	DE
sa	Ds	SON
victoire	Nc	VICTOIRE
.	Fs	.
Les	Da	LE
peuples	Nc	PEUPLE
délivrés	Ge	DÉLIVRER
des	S+Da	DE+LE|DE+LES
maux	Nc	MAL
qu'	Pr	QUE
ils	Pp	ILS
avaient	Vuc	AVOIR
eus	Ge	AVOIR
,	Fw	,
Élevaient	Vvc	Élevaient
jusqu'	S	JUSQUE
au	S+Da	À+LE
Ciel	Nc	CIEL
son	Ds	SON
nom	Nc	NOM
et	Cc	ET
ses	Ds	SON
vertus	Nc	VERTU
.	Fs	.
À	Vvc	À
de	S	DE
nouveaux	Ag	NOUVEAU
lauriers	Nc	LAURIER
sa	Ds	SON
valeur	Nc	VALEUR
veut	Vvc	VOULOIR
prétendre	Vvn	PRÉTENDRE
,	Fw	,
Et	Vvc	Et
fils	Nc	FIL|FILS
aussi	Rg	AUSSI
pieux	Ag	PIEUX
comme	S	COMME
généreux	Ag	GÉNÉREUX
gendre	Nc	GENDRE
,	Fw	,
Il	Vvc	Il
veut	Vvc	VOULOIR
venger	Vvn	VENGER
son	Ds	SON
père	Nc	PÈRE
ayant	Ga	AVOIR
vengé	Ge	VENGER
le	Da	LE
mien	Ps	MIEN
,	Fw	,
Voyant	Ga	VOIR
qu'	Cs	QUE
en	S	EN
Étolie	Nc	Étolie
on	Pp	ON
ne	Rp	NE
craignait	Vvc	CRAINDRE
plus	Rg	PLUS
rien	Pi	RIEN
,	Fw	,
Il	Vvc	Il
demande	Vvc	DEMANDER
aussitôt	Rg	AUSSITÔT
que	Cs	QUE
ces	Dd	CE
troupes	Nc	TROUPE
fidèles	Ag	FIDÈLE
,	Fw	,
Dont	Vvc	Dont
on	Pp	ON
s'	Pp	SE
était	Vuc	ÊTRE
servi	Ge	SERVIR
pour	S	POUR
vaincre	Vvn	VAINCRE
les	Da	LE
rebelles	Ag	REBELLE
Luy	Nc	Luy
servissent	Vvc	SERVIR
aussi	Rg	AUSSI
pour	S	POUR
vaincre	Vvn	VAINCRE
les	Da	LE
tyrans	Nc	TYRAN
,	Fw	,
Et	Vvc	Et
retirer	Vvn	RETIRER
des	Dn	UN
fers	Nc	FER|FERS
son	Ds	SON
peuple	Nc	PEUPLE
et	Cc	ET
ses	Ds	SON
parents	Nc	PARENT
.	Fs	.
Il	Pp	IL
en	Pp	EN
prie	Vvc	PRIER
Amynthas	Nc	Amynthas
,	Fw	,
le	Pp	IL
presse	Vvc	PRESSER
,	Fw	,
l'	Pp	IL
importune	Vvc	IMPORTUNER
,	Fw	,
Mon	Nc	Mon
père	Nc	PÈRE
qui	Pr	QUI
prenait	Vvc	PRENDRE
le	Da	LE
soin	Nc	SOIN
de	S	DE
sa	Ds	SON
fortune	Nc	FORTUNE
,	Fw	,
Qui	Vvc	Qui
l'	Pp	IL
avait	Vuc	AVOIR
élevé	Ge	ÉLEVER
dès	S	DÈS
ses	Ds	SON
plus	Rg	PLUS
tendres	Ag	TENDRE
ans	Nc	AN
,	Fw	,
Lui	Nc	Lui
conseille	Vvc	CONSEILLER
d'	S	DE
attendre	Vvn	ATTENDRE
encore	Rg	ENCORE
quelque	Di	QUELQUE
temps	Nc	TEMPS
,	Fw	,
Doutant	Ga	DOUTER
de	S	DE
sa	Ds	SON
prudence	Nc	PRUDENCE
,	Fw	,
et	Cc	ET
non	Rg	NON
de	S	DE
son	Ds	SON
courage	Nc	COURAGE
,	Fw	,
Mais	Vvc	Mais
lui	Pp	IL
qui	Pr	QUI
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
attendre	Vvn	ATTENDRE
davantage	Rg	DAVANTAGE
,	Fw	,
Qui	Vvc	Qui
prend	Vvc	PRENDRE
pour	S	POUR
un	Dn	UN
refus	Nc	REFUS
un	Dn	UN
tel	Ag	TEL
retardement	Nc	RETARDEMENT
,	Fw	,
Dit	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
sert	Vvc	SERVIR
des	Dn	UN
ingrats	Nc	INGRAT
,	Fw	,
et	Cc	ET
s'	Pp	SE
en	Pp	EN
plaint	Vvc	PLAINDRE
hautement	Rg	HAUTEMENT
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
il	Pp	IL
ira	Vvc	ALLER
lui-même	Pp	LUI-MÊME
accomplir	Vvn	ACCOMPLIR
son	Ds	SON
envie	Nc	ENVIE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
perdra	Vvc	PERDRE
le	Da	LE
Tyran	Nc	TYRAN
,	Fw	,
ou	Cc	OU
qu'	Cs	QUE
il	Pp	IL
perdra	Vvc	PERDRE
la	Da	LE
vie	Nc	VIE
.	Fs	.
Il	Pp	IL
eut	Vuc	AVOIR
exécuté	Ge	EXÉCUTER
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
projetait	Vvc	PROJETER
,	Fw	,
Mais	Vvc	Mais
avecque	Vvc	avecque
mes	Ds	MON
pleurs	Nc	PLEUR
l'	Da	LE
amour	Nc	AMOUR
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
portait	Vvc	PORTER
,	Fw	,
Le	Vvc	Le
retenait	Vvc	RETENIR
toujours	Rg	TOUJOURS
à	S	À
la	Da	LE
Cour	Nc	COUR
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
.	Fs	.
Il	Pp	IL
voulait	Vvc	VOULOIR
se	Pp	IL
venger	Vvn	VENGER
sans	S	SANS
pourtant	Rg	POURTANT
me	Pp	JE
déplaire	Vvn	DÉPLAIRE
,	Fw	,
Et	Vvc	Et
les	Da	LE
larmes	Nc	LARME
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
il	Pp	IL
n'	Rp	NE
osait	Vvc	OSER
me	Pp	JE
quitter	Vvn	QUITTER
.	Fs	.
Mais	Cc	MAIS
ne	Rp	NE
me	Pp	JE
voyant	Ga	VOIR
plus	Rg	PLUS
,	Fw	,
ne	Rp	NE
pouvant	Ga	POUVOIR
l'	Da	LE
arrêter	Vvn	ARRÊTER
,	Fw	,
Je	Vvc	Je
sais	Vvc	SAVOIR
qu'	Cs	QUE
il	Pp	IL
poursuivra	Vvc	POURSUIVRE
sa	Ds	SON
première	Ag	PREMIER
entreprise	Nc	ENTREPRISE
,	Fw	,
Il	Vvc	Il
viendra	Vvc	VENIR
furieux	Ag	FURIEUX
jusqu'	S	JUSQUE
aux	S+Da	À+LES
bords	Nc	BORD
de	S	DE
Pamise	Vvc	Pamise
,	Fw	,
Pour	Nc	POUR
y	Pp	Y
trouver	Vvn	TROUVER
la	Da	LE
mort	Nc	MORT
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
là	Rg	LÀ
tout	Di	TOUT
mon	Ds	MON
souci	Nc	SOUCI
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
là	Rg	LÀ
toute	Di	TOUT
ma	Ds	MON
crainte	Nc	CRAINTE
.	Fs	.
Et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
la	Da	LE
mienne	Ps	MIEN
aussi	Rg	AUSSI
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
toutefois	Rg	TOUTEFOIS
dissimuler	Vvn	DISSIMULER
ma	Ds	MON
haine	Nc	HAINE
,	Fw	,
J'	Vvc	J'
attends	Vvc	ATTENDRE
de	S	DE
jour	Nc	JOUR
en	S	EN
jour	Nc	JOUR
le	Da	LE
généreux	Ag	GÉNÉREUX
Tyrene	Nc	Tyrene
,	Fw	,
Il	Vvc	Il
peut	Vvc	POUVOIR
chasser	Vvn	CHASSER
ma	Ds	MON
crainte	Nc	CRAINTE
,	Fw	,
et	Cc	ET
mes	Ds	MON
soucis	Nc	SOUCI
cuisants	Ag	CUISANT
,	Fw	,
Il	Vvc	Il
sait	Vvc	SAVOIR
tous	Di	TOUT
mes	Ds	MON
secrets	Nc	SECRET
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
lui	Pp	IL
depuis	S	DEPUIS
quinze	Nc	QUINZE
ans	Nc	AN
.	Fs	.
Qui	Pt	QUI
porte	Vvc	PORTER
et	Cc	ET
qui	Pr	QUI
rapporte	Vvc	RAPPORTER
avec	S	AVEC
des	Dn	UN
soins	Nc	SOIN
fidèles	Ag	FIDÈLE
De	Vvc	De
mon	Ds	MON
fils	Nc	FIL|FILS
et	Cc	ET
de	S	DE
moi	Pp	JE
,	Fw	,
les	Da	LE
secrètes	Ag	SECRET
nouvelles	Nc	NOUVEAU|NOUVELLE
.	Fs	.
Mais	Cc	MAIS
la	Da	LE
soeur	Nc	SUR
du	S+Da	DE+LE
soleil	Nc	SOLEIL
a	Vuc	AVOIR
fait	Ge	FAIRE
trois	Vvc	TRAIRE
fois	Nc	FOI|FOIS
son	Ds	SON
tour	Nc	TOUR
,	Fw	,
Depuis	Vvc	Depuis
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
parti	Ge	PARTIR
sans	S	SANS
être	Vun	ÊTRE
de	S	DE
retour	Nc	RETOUR
.	Fs	.
Jamais	Rg	JAMAIS
de	S	DE
le	Pp	IL
revoir	Vvn	REVOIR
je	Pp	JE
n'	Rp	NE
eus	Vuc	AVOIR
si	Rg	SI
grande	Ag	GRAND
envie	Nc	ENVIE
,	Fw	,
Pour	Nc	POUR
savoir	Vvn	SAVOIR
si	Cs	SI
mon	Ds	MON
fils	Nc	FIL|FILS
est	Vuc	ÊTRE
sorti	Ge	SORTIR
de	S	DE
la	Da	LE
vie	Nc	VIE
,	Fw	,
Ou	Vvc	Ou
si	Cs	SI
sa	Ds	SON
diligence	Nc	DILIGENCE
a	Vuc	AVOIR
prévenu	Ge	PRÉVENIR
sa	Ds	SON
mort	Nc	MORT
,	Fw	,
S'	Vvc	S'
il	Pp	IL
a	Vuc	AVOIR
peu	Rg	PEU
l'	Da	LE
avertir	Nc	AVERTIR
qu'	Pr	QUE
on	Pp	ON
veut	Vvc	VOULOIR
borner	Vvn	BORNER
son	Ds	SON
sort	Nc	SORT
,	Fw	,
Et	Vvc	Et
lui	Pp	IL
faire	Vvn	FAIRE
savoir	Vvn	SAVOIR
cet	Dd	CE
édit	Nc	ÉDIT
homicide	Ag	HOMICIDE
,	Fw	,
Avant	Ga	Avant
qu'	Cs	QUE
on	Pp	ON
ait	Vuc	AVOIR
commis	Ge	COMMETTRE
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
parricide	Nc	PARRICIDE
,	Fw	,
Et	Vvc	Et
fait	Ge	FAIRE
un	Dn	UN
acte	Nc	ACTE
impie	Ag	IMPIE
en	S	EN
causant	Ga	CAUSER
son	Ds	SON
trépas	Nc	TRÉPAS
.	Fs	.
Je	Pp	JE
crains	Vvc	CRAINDRE
pour	S	POUR
Téléphonte	Nc	Téléphonte
,	Fw	,
et	Cc	ET
crains	Vvc	CRAINDRE
pour	S	POUR
Amynthas	Nc	Amynthas
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
peur	Nc	PEUR
que	Cs	QUE
mon	Ds	MON
malheur	Nc	MALHEUR
l'	Pp	IL
ait	Vuc	AVOIR
comblé	Ge	COMBLER
de	S	DE
tristesse	Nc	TRISTESSE
,	Fw	,
J'	Vvc	J'
étais	Vuc	ÊTRE
toute	Di	TOUT
sa	Ds	SON
joie	Nc	JOIE
,	Fw	,
et	Cc	ET
crains	Vvc	CRAINDRE
que	Cs	QUE
sa	Ds	SON
vieillesse	Nc	VIEILLESSE
N'	Ag	N'
ait	Vuc	AVOIR
pu	Ge	POUVOIR
souffrir	Vvn	SOUFFRIR
ma	Ds	MON
perte	Nc	PERTE
,	Fw	,
et	Cc	ET
mon	Ds	MON
ravissement	Nc	RAVISSEMENT
,	Fw	,
Sans	Vvc	Sans
qu'	Cs	QUE
une	Dn	UN
prompte	Ag	PROMPT
mort	Nc	MORT
l'	Pp	IL
ait	Vuc	AVOIR
mis	Ge	METTRE
au	S+Da	À+LE
monument	Nc	MONUMENT
.	Fs	.
Plutôt	Vvc	Plutôt
pour	S	POUR
vous	Pp	VOUS
ravoir	Vvn	RAVOIR
il	Pp	IL
arme	Vvc	ARMER
en	S	EN
Étolie	Nc	Étolie
,	Fw	,
Il	Vvc	Il
sait	Vvc	SAVOIR
que	Cs	QUE
vous	Pp	VOUS
vivez	Vvc	VIVRE
;	Fw	;
Mais	Vvc	Mais
que	Cs	QUE
veut	Vvc	VOULOIR
Céphalie	Nc	Céphalie
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
Tyrène	Vvc	Tyrène
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
est	Vuc	ÊTRE
dedans	Rg	DEDANS
ce	Pd	CE
Palais	Vvc	Palais
.	Fs	.
Enfin	Rg	ENFIN
le	Da	LE
juste	Ag	JUSTE
Ciel	Nc	CIEL
exauce	Vvc	EXAUCER
nos	Ds	NOTRE
souhaits	Nc	SOUHAIT
.	Fs	.
Allons	Vvc	ALLER
donc	Rg	DONC
sans	S	SANS
tarder	Vvn	TARDER
savoir	Vvn	SAVOIR
cette	Dd	CE
nouvelle	Nc	NOUVEAU|NOUVELLE
;	Fw	;
Mais	Vvc	Mais
voici	S	VOICI
Demochare	Nc	Demochare
,	Fw	,
ah	I	AH
rencontre	Nc	RENCONTRE
cruelle	Ag	CRUEL
!	Fs	!
Ah	I	AH
respects	Nc	RESPECT
importuns	Ag	IMPORTUN
!	Fs	!
Souffrez	Vvc	SOUFFRIR
son	Ds	SON
entretien	Nc	ENTRETIEN
,	Fw	,
Tandis	Vvc	Tandis
que	Cs	QUE
j'	Pp	JE
apprendrai	Vvc	APPRENDRE
votre	Ds	VOTRE
sort	Nc	SORT
et	Cc	ET
le	Da	LE
mien	Ps	MIEN
.	Fs	.
Plus	Rg	PLUS
il	Pp	IL
est	Vuc	ÊTRE
inhumain	Ag	INHUMAIN
,	Fw	,
plus	Rg	PLUS
montrez	Vvc	MONTRER
vous	Pp	VOUS
humaine	Ag	HUMAIN
,	Fw	,
Et	Vvc	Et
devant	S	DEVANT
son	Ds	SON
amour	Nc	AMOUR
cachez	Vvc	CACHER
bien	Rg	BIEN
votre	Ds	VOTRE
haine	Nc	HAINE
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
comme	Cs	COMME
je	Pp	JE
dois	Vvc	DEVOIR
parler	Vvn	PARLER
,	Fw	,
Un	Vvc	Un
magnanime	Ag	MAGNANIME
coeur	Nc	CUR
ne	Rp	NE
peut	Vvc	POUVOIR
dissimuler	Vvn	DISSIMULER
.	Fs	.
D'	S	DE
où	Pr	OÙ
naist	Vvc	NAÎTRE
cette	Dd	CE
douleur	Nc	DOULEUR
?	Fs	?
Pourquoi	Rt	POURQUOI
,	Fw	,
belle	Ag	BEAU
Princesse	Nc	PRINCE|PRINCESSE
,	Fw	,
Livrez	Vvc	LIVRER
-vous	Nc	-vous
vos	Ds	VOTRE
appas	Nc	APPAS
au	S+Da	À+LE
deuil	Nc	DEUIL
,	Fw	,
à	S	À
la	Da	LE
tristesse	Nc	TRISTESSE
?	Fs	?
Ces	Dd	CE
soucis	Nc	SOUCI
et	Cc	ET
ces	Dd	CE
pleurs	Nc	PLEUR
n'	Rp	NE
auront	Vuc	AVOIR
-ils	Ge	-ils
point	Rg	POINT
de	S	DE
fin	Nc	FIN
?	Fs	?
Non	Rg	NON
,	Fw	,
si	Cs	SI
le	Da	LE
juste	Ag	JUSTE
Ciel	Nc	CIEL
ne	Rp	NE
change	Vvc	CHANGER
mon	Ds	MON
destin	Nc	DESTIN
.	Fs	.
Vous	Pp	VOUS
triomphez	Vvc	TRIOMPHER
des	Dn	UN
coeurs	Nc	CUR
et	Cc	ET
de	S	DE
la	Da	LE
destinée	Nc	DESTINÉE
,	Fw	,
Un	Vvc	Un
bonheur	Nc	BONHEUR
sans	S	SANS
pareil	Nc	PAREIL
suivra	Vvc	SUIVRE
votre	Ds	VOTRE
hyménée	Nc	HYMÉNÉE
,	Fw	,
Deux	Vvc	Deux
sceptres	Nc	SCEPTRE
vous	Pp	VOUS
sont	Vuc	ÊTRE
dus	Ge	DEVOIR
en	S	EN
cette	Dd	CE
illustre	Ag	ILLUSTRE
Cour	Nc	COUR
,	Fw	,
Celui	Nc	Celui
de	S	DE
la	Da	LE
Fortune	Nc	FORTUNE
,	Fw	,
et	Cc	ET
celui	Pd	CELUI
de	S	DE
l'	Da	LE
Amour	Nc	AMOUR
.	Fs	.
Ô	Nc	Ô
Ciel	Vvc	Ciel
,	Fw	,
ô	I	OH
juste	Ag	JUSTE
Ciel	Vvc	Ciel
!	Fs	!
Vous	Pp	VOUS
changez	Vvc	CHANGER
de	S	DE
visage	Nc	VISAGE
.	Fs	.
Est	Vuc	ÊTRE
-ce	Vvc	-ce
vous	Pp	VOUS
offenser	Vvn	OFFENSER
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
faire	Vvn	FAIRE
un	Dn	UN
outrage	Nc	OUTRAGE
,	Fw	,
De	Vvc	De
chérir	Vvn	CHÉRIR
vos	Ds	VOTRE
beautéz	Nc	beautéz
et	Cc	ET
de	S	DE
les	Pp	ILS
révérer	Vvn	RÉVÉRER
?	Fs	?
Méprisez	Vvc	Méprisez
-vous	Nc	-vous
le	Da	LE
Dieu	Nc	DIEU
qui	Pr	QUI
vous	Pp	VOUS
fait	Vvc	FAIRE
adorer	Vvn	ADORER
?	Fs	?
Et	Cc	ET
fuyez	Vvc	FUIR
-vous	Nc	-vous
l'	Da	LE
Amour	Nc	AMOUR
?	Fs	?
Je	Pp	JE
le	Pp	IL
fuis	Vvc	FUIR
comme	S	COMME
un	Dn	UN
vice	Nc	VICE
.	Fs	.
Puisqu'il	Nc	Puisqu'il
veut	Vvc	VOULOIR
qu'	Cs	QUE
on	Pp	ON
vous	Pp	VOUS
serve	Vvc	SERVIR
il	Pp	IL
est	Vuc	ÊTRE
plein	Ag	PLEIN
de	S	DE
justice	Nc	JUSTICE
.	Fs	.
Il	Pp	IL
inspire	Vvc	INSPIRER
la	Da	LE
gloire	Nc	GLOIRE
en	S	EN
troublant	Ga	TROUBLER
le	Da	LE
repos	Nc	REPOS
,	Fw	,
Et	Vvc	Et
des	Dn	UN
hommes	Nc	HOMME
souvent	Rg	SOUVENT
