Admire	Vvc	ADMIRER
,	Fw	,
fais	Vvc	FAIRE
ton	Ds	TON
devoir	Nc	DEVOIR
.	Fs	.
Je	Pp	JE
n'	Rp	NE
y	Pp	Y
manquerai	Vvc	MANQUER
pas	Rg	PAS
.	Fs	.
Ce	Pd	CE
sont	Vuc	ÊTRE
ces	Dd	CE
deux	Nc	DEUX
amants	Nc	AMANT
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
mène	Vvc	MENER
au	S+Da	À+LE
trépas	Nc	TRÉPAS
,	Fw	,
Ce	Vvc	Ce
sont	Vuc	ÊTRE
ces	Dd	CE
deux	Nc	DEUX
amants	Nc	AMANT
que	Cs	QUE
le	Da	LE
destin	Nc	DESTIN
resserre	Nc	RESSERRE
Et	Vvc	Et
qu'	Cs	QUE
il	Pp	IL
sauva	Vvc	SAUVER
des	Dn	UN
eaux	Nc	EAU
pour	S	POUR
les	Pp	ILS
perdre	Vvn	PERDRE
sur	S	SUR
terre	Nc	TERRE
.	Fs	.
Quoi	Pt	QUE|QUOI
,	Fw	,
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
faut-il	Vvc	faut-il
que	Cs	QUE
l'	Da	LE
injure	Nc	INJURE
du	S+Da	DE+LE
sort	Nc	SORT
Leur	Ag	LEUR
donne	Vvc	DONNER
par	S	PAR
vos	Ds	VOTRE
mains	Nc	MAIN
une	Dn	UN
cruelle	Ag	CRUEL
mort	Nc	MORT
?	Fs	?
Depuis	S	DEPUIS
que	Cs	QUE
le	Da	LE
malheur	Nc	MALHEUR
nourrit	Vvc	NOURRIR
ici	Rg	ICI
mes	Ds	MON
peines	Nc	PEINE
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
ai	Vuc	AVOIR
jamais	Rg	JAMAIS
souffert	Ge	SOUFFRIR
de	S	DE
plus	Rg	PLUS
sensibles	Ag	SENSIBLE
gênes	Nc	GÊNE
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Ma	Ds	MON
volonté	Nc	VOLONTÉ
trop	Rg	TROP
faible	Ag	FAIBLE
en	S	EN
ce	Dd	CE
dessein	Nc	DESSEIN
Veut	Vvc	VOULOIR
s'	Pp	SE
opposer	Vvn	OPPOSER
au	S+Da	À+LE
coup	Nc	COUP
que	Pr	QUE
doit	Vvc	DEVOIR
faire	Vvn	FAIRE
ma	Ds	MON
main	Nc	MAIN
;	Fw	;
Elle	Vvc	Elle
veut	Vvc	VOULOIR
arrêter	Vvn	ARRÊTER
mes	Ds	MON
bras	Nc	BRAS
impitoyables	Ag	IMPITOYABLE
.	Fs	.
Qui	Pt	QUI
rougissent	Vvc	ROUGIR
du	S+Da	DE+LE
sang	Nc	SANG
de	S	DE
tant	Rg	TANT
de	S	DE
misérables	Ag	MISÉRABLE
,	Fw	,
Mais	Vvc	Mais
ces	Dd	CE
bras	Nc	BRAS
malheureux	Ag	MALHEUREUX
suivant	Ga	SUIVRE
une	Dn	UN
autre	Ag	AUTRE
loi	Nc	LOI
Ne	Ag	Ne
dépendent	Vvc	DÉPENDRE
plus	Rg	PLUS
d'	S	DE
elle	Pp	IL
et	Cc	ET
ne	Rp	NE
sont	Vuc	ÊTRE
plus	Rg	PLUS
à	S	À
moi	Pp	JE
.	Fs	.
Un	Dn	UN
tyran	Nc	TYRAN
les	Pp	ILS
retient	Vvc	RETENIR
,	Fw	,
un	Dn	UN
tyran	Nc	TYRAN
les	Da	LE
remue	Nc	REMUE
Selon	Nc	Selon
les	Da	LE
passions	Nc	PASSION
dont	Pr	DONT
son	Ds	SON
âme	Nc	ÂME
est	Vuc	ÊTRE
émue	Ge	ÉMOUVOIR
.	Fs	.
Que	Pt	QUE
ne	Rp	NE
me	Pp	JE
suivez	Vvc	SUIVRE
-vous	Nc	-vous
?	Fs	?
J'	Pp	JE
allais	Vvc	ALLER
tout	Rg	TOUT
doucement	Rg	DOUCEMENT
.	Fs	.
Ne	Rp	NE
vous	Pp	VOUS
amusez	Vvc	AMUSER
point	Rg	POINT
et	Cc	ET
venez	Vvc	VENIR
promptement	Rg	PROMPTEMENT
.	Fs	.
Cesse	Vvc	CESSER
de	S	DE
soupirer	Vvn	SOUPIRER
et	Cc	ET
de	S	DE
perdre	Vvn	PERDRE
de	S	DE
larmes	Nc	LARME
,	Fw	,
Un	Vvc	Un
favorable	Ag	FAVORABLE
instant	Nc	INSTANT
peut	Vvc	POUVOIR
finir	Vvn	FINIR
nos	Ds	NOTRE
alarmes	Nc	ALARME
.	Fs	.
Ce	Dd	CE
Dieu	Nc	DIEU
qui	Pr	QUI
nous	Pp	NOUS
sauva	Vvc	SAUVER
sur	S	SUR
les	Da	LE
flots	Nc	FLOT
irrités	Ge	IRRITER
Nous	Vvc	Nous
peut	Vvc	POUVOIR
tirer	Vvn	TIRER
des	Dn	UN
fers	Nc	FER|FERS
où	Pr	OÙ
l'	Pp	IL
on	Pp	ON
nous	Pp	NOUS
a	Vuc	AVOIR
jetés	Ge	JETER
.	Fs	.
Son	Ds	SON
oeil	Nc	IL
peut	Vvc	POUVOIR
pénétrer	Vvn	PÉNÉTRER
l'	Da	LE
obscurité	Nc	OBSCURITÉ
de	S	DE
l'	Da	LE
ombre	Nc	OMBRE
Qui	Ag	Qui
rend	Vvc	RENDRE
cette	Dd	CE
prison	Nc	PRISON
si	Rg	SI
terrible	Ag	TERRIBLE
et	Cc	ET
si	Rg	SI
sombre	Ag	SOMBRE
,	Fw	,
Ou	Vvc	Ou
quelque	Di	QUELQUE
cruauté	Nc	CRUAUTÉ
régnerait	Vvc	RÉGNER
dans	S	DANS
les	Da	LE
Cieux	Ag	Cieux
S'	Nc	S'
ils	Pp	ILS
nous	Pp	NOUS
avaient	Vuc	AVOIR
sauvés	Ge	SAUVER
pour	S	POUR
nous	Pp	NOUS
perdre	Vvn	PERDRE
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Peux	Vvc	POUVOIR
-tu	Vvc	-tu
nourrir	Vvn	NOURRIR
une	Dn	UN
espérance	Nc	ESPÉRANCE
vaine	Ag	VAIN
Où	Vvc	Où
le	Da	LE
bien	Nc	BIEN
est	Vuc	ÊTRE
douteux	Ag	DOUTEUX
et	Cc	ET
la	Da	LE
mort	Nc	MORT
est	Vuc	ÊTRE
certaine	Ag	CERTAIN
?	Fs	?
Quel	Dt	QUEL
bien	Nc	BIEN
espères	Vvc	ESPÉRER
-tu	Vvn	-tu
d'	S	DE
un	Dn	UN
peuple	Nc	PEUPLE
tout	Rg	TOUT
de	S	DE
fer	Nc	FER
Qui	Ag	Qui
passe	Vvc	PASSER
en	S	EN
cruauté	Nc	CRUAUTÉ
les	Da	LE
rages	Nc	RAGE
de	S	DE
l'	Da	LE
enfer	Nc	ENFER
?	Fs	?
Je	Pp	JE
n'	Rp	NE
en	Pp	EN
espère	Vvc	ESPÉRER
point	Rg	POINT
qu'	Cs	QUE
un	Dn	UN
peuple	Nc	PEUPLE
sanguinaire	Ag	SANGUINAIRE
Mais	Vvc	Mais
j'	Pp	JE
espère	Vvc	ESPÉRER
du	S+Da	DE+LE
Ciel	Nc	CIEL
l'	Da	LE
assistance	Nc	ASSISTANCE
ordinaire	Ag	ORDINAIRE
.	Fs	.
Il	Pp	IL
nous	Pp	NOUS
met	Vvc	METTRE
quelquefois	Rg	QUELQUEFOIS
dans	S	DANS
un	Dn	UN
mal	Nc	MAL
apparent	Ag	APPARENT
,	Fw	,
Pour	Nc	POUR
montrer	Vvn	MONTRER
son	Ds	SON
pouvoir	Nc	POUVOIR
en	S	EN
nous	Pp	NOUS
en	S	EN
retirant	Ga	RETIRER
.	Fs	.
Ne	Rp	NE
me	Pp	JE
console	Vvc	CONSOLER
point	Rg	POINT
,	Fw	,
tout	Di	TOUT
le	Da	LE
bien	Rg	BIEN
que	Cs	QUE
j'	Pp	JE
espère	Vvc	ESPÉRER
C'	Nc	C'
est	Vuc	ÊTRE
de	S	DE
mourir	Vvn	MOURIR
ensemble	Rg	ENSEMBLE
après	S	APRÈS
tant	Rg	TANT
de	S	DE
misère	Nc	MISÈRE
.	Fs	.
Puisque	Cs	PUISQUE
je	Pp	JE
suis	Vuc	ÊTRE
tout	Rg	TOUT
seul	Ag	SEUL
la	Da	LE
cause	Nc	CAUSE
de	S	DE
tes	Ds	TON
fers	Nc	FER|FERS
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
tout	Pi	TOUT
seul	Ag	SEUL
mérité	Ge	MÉRITER
la	Da	LE
mort	Nc	MORT
et	Cc	ET
les	Da	LE
enfers	Nc	ENFER
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
dois	Vvc	DEVOIR
souffrir	Vvn	SOUFFRIR
selon	S	SELON
ton	Ds	TON
infortune	Nc	INFORTUNE
,	Fw	,
Je	Vvc	Je
souffrirai	Vvc	SOUFFRIR
pour	S	POUR
toi	Pp	TU
mille	Nc	MILLE
morts	Ge	MOURIR
au	S+Da	À+LE
lieu	Nc	LIEU
d'	S	DE
une	Pi	UN
.	Fs	.
Les	Da	LE
soupirs	Nc	SOUPIR
et	Cc	ET
les	Da	LE
pleurs	Nc	PLEUR
que	Pr	QUE
tu	Pp	TU
jettes	Vvc	JETER
ici	Rg	ICI
Sont	Vvc	Sont
mes	Ds	MON
accusateurs	Nc	ACCUSATEUR
et	Cc	ET
mes	Ds	MON
juges	Nc	JUGE
aussi	Rg	AUSSI
Et	Vvc	Et
ce	Dd	CE
même	Ag	MÊME
tourment	Nc	TOURMENT
qui	Pr	QUI
te	Pp	TU
tient	Vvc	TENIR
asservie	Ge	ASSERVIR
,	Fw	,
Sera	Vvc	SERRER
jusqu'	S	JUSQUE
à	S	À
la	Da	LE
mort	Nc	MORT
le	Da	LE
bourreau	Nc	BOURREAU
de	S	DE
ma	Ds	MON
vie	Nc	VIE
.	Fs	.
Quand	Cs	QUAND
tu	Pp	TU
me	Pp	JE
vois	Vvc	ALLER|VOIR
pleurer	Vvn	PLEURER
je	Pp	JE
donne	Vvc	DONNER
à	S	À
tes	Ds	TON
douleurs	Nc	DOULEUR
Et	Vvc	Et
non	Rg	NON
pas	Rg	PAS
à	S	À
mon	Ds	MON
mal	Nc	MAL
mes	Ds	MON
soupirs	Nc	SOUPIR
et	Cc	ET
mes	Ds	MON
pleurs	Nc	PLEUR
.	Fs	.
Voyant	Ga	VOIR
brûler	Vvn	BRÛLER
ton	Ds	TON
coeur	Nc	CUR
dans	S	DANS
des	Dn	UN
flammes	Nc	FLAMME
si	Rg	SI
saintes	Ag	SAINT
,	Fw	,
De	Vvc	De
quoi	Pr	QUE|QUOI
t'	Pp	TU
accuseraient	Vvc	ACCUSER
mes	Ds	MON
regrets	Nc	REGRET
et	Cc	ET
mes	Ds	MON
plaintes	Nc	PLAINTE
?	Fs	?
Pour	S	POUR
t'	Pp	TU
appeler	Vvn	APPELER
coupable	Ag	COUPABLE
as	Vuc	AVOIR
-tu	Ge	-tu
dedans	Rg	DEDANS
le	Da	LE
sein	Nc	SEIN
D'	Nc	D'
une	Dn	UN
infidélité	Nc	INFIDÉLITÉ
le	Da	LE
malheureux	Ag	MALHEUREUX
dessein	Nc	DESSEIN
?	Fs	?
Rejette	Vvc	REJETER
ces	Dd	CE
pensers	Nc	pensers
,	Fw	,
n'	Rp	NE
ajoute	Vvc	AJOUTER
point	Rg	POINT
,	Fw	,
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
À	Nc	À
l'	Da	LE
excès	Nc	EXCÈS
de	S	DE
tes	Ds	TON
maux	Nc	MAL
un	Dn	UN
soupçon	Nc	SOUPÇON
de	S	DE
ma	Ds	MON
flamme	Nc	FLAMME
.	Fs	.
Tes	Ds	TON
yeux	Nc	OEIL|YEUX
ont	Vuc	AVOIR
mis	Ge	METTRE
mon	Ds	MON
coeur	Nc	CUR
en	S	EN
des	Dn	UN
liens	Nc	LIEN
plus	Rg	PLUS
forts	Ag	FORT
Que	Vvc	Que
ces	Dd	CE
funestes	Ag	FUNESTE
fers	Nc	FER|FERS
qui	Pr	QUI
captivent	Vvc	CAPTIVER
nos	Ds	NOTRE
corps	Nc	CORPS
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
plus	Rg	PLUS
criminel	Ag	CRIMINEL
que	Cs	QUE
personne	Pi	PERSONNE
du	S+Da	DE+LE
monde	Nc	MONDE
De	Vvc	De
t'	Pp	TU
avoir	Vun	AVOIR
exposée	Ge	EXPOSER
à	S	À
la	Da	LE
merci	Nc	MERCI
de	S	DE
l'	Da	LE
onde	Nc	ONDE
Et	Vvc	Et
d'	S	DE
avoir	Vun	AVOIR
hasardé	Ge	HASARDER
sue	Vvc	SUER
ce	Dd	CE
traître	Ag	TRAÎTRE
élément	Nc	ÉLÉMENT
De	Vvc	De
tout	Di	TOUT
cet	Dd	CE
univers	Nc	UNIVERS
le	Da	LE
plus	Rg	PLUS
riche	Ag	RICHE
ornement	Nc	ORNEMENT
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Hélas	Vvc	Hélas
!	Fs	!
Je	Pp	JE
suis	Vuc	ÊTRE
la	Da	LE
première	Nc	PREMIER|PREMIÈRE
coupable	Ag	COUPABLE
D'	Vvc	D'
avoir	Vun	AVOIR
causé	Ge	CAUSER
l'	Da	LE
amour	Nc	AMOUR
qui	Pr	QUI
te	Pp	TU
rend	Vvc	RENDRE
misérable	Ag	MISÉRABLE
.	Fs	.
Ne	Rp	NE
t'	Pp	TU
accuse	Vvc	ACCUSER
donc	Rg	DONC
plus	Rg	PLUS
,	Fw	,
mon	Ds	MON
âme	Nc	ÂME
et	Cc	ET
mon	Ds	MON
souci	Nc	SOUCI
,	Fw	,
Tu	Vvc	Tu
ne	Rp	NE
peux	Vvc	POUVOIR
t'	Pp	TU
accuser	Vvn	ACCUSER
sans	S	SANS
m'	Pp	JE
accuser	Vvn	ACCUSER
aussi	Rg	AUSSI
.	Fs	.
Permets	Vvc	PERMETTRE
qu'	Cs	QUE
à	S	À
tout	Di	TOUT
le	Da	LE
moins	Nc	MOINS
je	Pp	JE
pleurs	Nc	PLEUR
tes	Ds	TON
désastres	Nc	DÉSASTRE
Et	Vvc	Et
que	Cs	QUE
j'	Pp	JE
accuse	Vvc	ACCUSER
enfin	Rg	ENFIN
la	Da	LE
cruauté	Nc	CRUAUTÉ
des	S+Da	DE+LE|DE+LES
astres	Nc	ASTRE|ÂTRE
.	Fs	.
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
n'	Rp	NE
accuse	Vvc	ACCUSER
rien	Pi	RIEN
:	Fw	:
au	S+Da	À+LE
milieu	Nc	MILIEU
de	S	DE
l'	Da	LE
effroi	Nc	EFFROI
Je	Ag	Je
serai	Vuc	ÊTRE
toujours	Rg	TOUJOURS
bien	Rg	BIEN
si	Cs	SI
je	Pp	JE
suis	Vuc	ÊTRE
avec	S	AVEC
toi	Pp	TU
.	Fs	.
J'	Pp	JE
entends	Vvc	ENTENDRE
un	Dn	UN
bruit	Nc	BRUIT
de	S	DE
clefs	Nc	CLEF
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
désire	Vvc	DÉSIRER
:	Fw	:
Ces	Dd	CE
clefs	Nc	CLEF
me	Pp	JE
vont	Vvc	ALLER
ouvrir	Vvn	OUVRIR
le	Da	LE
cercueil	Nc	CERCUEIL
où	Pr	OÙ
j'	Pp	JE
aspire	Vvc	ASPIRER
.	Fs	.
Debout	Rg	DEBOUT
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
me	Pp	JE
suive	Vvc	SUIVRE
!	Fs	!
Ami	Nc	AMI
,	Fw	,
vois	Vvc	ALLER|VOIR
nos	Ds	NOTRE
malheurs	Nc	MALHEUR
Et	Vvc	Et
d'	S	DE
un	Dn	UN
oeil	Nc	IL
de	S	DE
pitié	Nc	PITIÉ
regarde	Vvc	REGARDER
nos	Ds	NOTRE
douleurs	Nc	DOULEUR
.	Fs	.
La	Da	LE
pitié	Nc	PITIÉ
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
vice	Nc	VICE
aux	S+Da	À+LES
hommes	Nc	HOMME
de	S	DE
courage	Nc	COURAGE
Et	Vvc	Et
lorsque	Cs	LORSQUE
l'	Pp	IL
on	Pp	ON
m'	Pp	JE
en	Pp	EN
parle	Vvc	PARLER
on	Pp	ON
me	Pp	JE
fait	Vvc	FAIRE
un	Dn	UN
outrage	Nc	OUTRAGE
.	Fs	.
Si	Cs	SI
ma	Ds	MON
mort	Nc	MORT
peut	Vvc	POUVOIR
finir	Vvn	FINIR
ta	Ds	TON
plainte	Nc	PLAINTE
et	Cc	ET
ton	Ds	TON
tourment	Nc	TOURMENT
,	Fw	,
Espère	Vvc	Espère
désormais	Rg	DÉSORMAIS
quelque	Di	QUELQUE
soulagement	Nc	SOULAGEMENT
.	Fs	.
A-t	Ag	A-t
-on	Nc	-on
sacrifié	Ge	SACRIFIER
ces	Dd	CE
personnes	Nc	PERSONNE
captives	Ag	CAPTIF
Que	Vvc	Que
le	Da	LE
Ciel	Nc	CIEL
à	S	À
dessein	Nc	DESSEIN
fit	Vvc	FAIRE
prendre	Vvn	PRENDRE
sur	S	SUR
nos	Ds	NOTRE
rives	Nc	RIVE
?	Fs	?
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Rg	QUE
maintenant	Rg	MAINTENANT
on	Pp	ON
les	Pp	ILS
mène	Vvc	MENER
aux	S+Da	À+LES
autels	Nc	AUTEL
Que	Vvc	Que
votre	Ds	VOTRE
majesté	Nc	MAJESTÉ
consacre	Vvc	CONSACRER
aux	S+Da	À+LES
immortels	Nc	IMMORTEL
Et	Vvc	Et
que	Cs	QUE
dans	S	DANS
peu	Rg	PEU
de	S	DE
temps	Nc	TEMPS
,	Fw	,
invincible	Ag	INVINCIBLE
monarque	Nc	MONARQUE
,	Fw	,
Nous	Vvc	Nous
saurons	Vvc	SAURER|SAVOIR
de	S	DE
quel	Dt	QUEL
oeil	Nc	IL
ils	Pp	ILS
ont	Vuc	AVOIR
reçu	Ge	RECEVOIR
la	Da	LE
parque	Nc	PARQUE
.	Fs	.
Ha	Rg	HA
,	Fw	,
qu'	Cs	QUE
ils	Pp	ILS
auront	Vuc	AVOIR
joui	Ge	JOUIR
d'	S	DE
un	Dn	UN
favorable	Ag	FAVORABLE
sort	Nc	SORT
,	Fw	,
D'	Vvc	D'
avoir	Vun	AVOIR
eu	Ge	AVOIR
des	S+Da	DE+LE|DE+LES
autels	Nc	AUTEL
pour	S	POUR
le	Da	LE
lit	Nc	LIT
de	S	DE
la	Da	LE
mort	Nc	MORT
!	Fs	!
Cependant	Rg	CEPENDANT
tu	Pp	TU
sais	Vvc	SAVOIR
bien	Rg	BIEN
que	Cs	QUE
chacun	Pi	CHACUN
en	Pp	EN
murmure	Vvc	MURMURER
,	Fw	,
Que	Vvc	Que
je	Pp	JE
suis	Vuc	ÊTRE
appelé	Ge	APPELER
l'	Da	LE
horreur	Nc	HORREUR
de	S	DE
la	Da	LE
nature	Nc	NATURE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
on	Pp	ON
nomme	Vvc	NOMMER
partout	Rg	PARTOUT
du	S+Da	DE+LE
nom	Nc	NOM
de	S	DE
cruauté	Nc	CRUAUTÉ
Ce	Vvc	Ce
qu'	Cs	QUE
on	Pp	ON
doit	Vvc	DEVOIR
justement	Rg	JUSTEMENT
appeler	Vvn	APPELER
piété	Nc	PIÉTÉ
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
dit	Vvc	DIRE
que	Cs	QUE
de	Dn	UN
tels	Ag	TEL
sacrifices	Nc	SACRIFICE
Ne	Vvc	Ne
nous	Pp	NOUS
rendent	Vvc	RENDRE
jamais	Rg	JAMAIS
les	Da	LE
Déités	Nc	Déités
propices	Ag	PROPICE
Et	Vvc	Et
qu'	Cs	QUE
au	S+Da	À+LE
lieu	Nc	LIEU
d'	S	DE
apaiser	Vvn	APAISER
le	Da	LE
céleste	Ag	CÉLESTE
courroux	Nc	COURROUX
Ils	Ag	Ils
peuvent	Vvc	POUVOIR
attirer	Vvn	ATTIRER
des	Dn	UN
foudres	Nc	FOUDRE
dessus	S	DESSUS
nous	Pp	NOUS
.	Fs	.
Partout	Rg	PARTOUT
où	Pr	OÙ
j	Vvc	j
»	Fw	»
ai	Vuc	AVOIR
passé	Ge	PASSER
,	Fw	,
sur	S	SUR
la	Da	LE
terre	Nc	TERRE
et	Cc	ET
sur	S	SUR
l'	Da	LE
onde	Nc	ONDE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
reçu	Ge	RECEVOIR
ce	Dd	CE
discours	Nc	DISCOURS
des	S+Da	DE+LE|DE+LES
plus	Rg	PLUS
sages	Ag	SAGE
du	S+Da	DE+LE
monde	Nc	MONDE
;	Fw	;
L'	Vvc	L'
homme	Nc	HOMME
le	Da	LE
plus	Rg	PLUS
content	Ag	CONTENT
et	Cc	ET
le	Da	LE
plus	Rg	PLUS
désolé	Ge	DÉSOLER
Est	Vvc	Est
fait	Ge	FAIRE
pour	S	POUR
immoler	Vvn	IMMOLER
,	Fw	,
non	Rg	NON
pour	S	POUR
être	Vun	ÊTRE
immolé	Ge	IMMOLER
.	Fs	.
Les	Da	LE
Dieux	Nc	DIEU|DIEUX
sont	Vuc	ÊTRE
des	Dn	UN
objets	Nc	OBJET
si	Rg	SI
grands	Ag	GRAND
et	Cc	ET
si	Rg	SI
sublimes	Ag	SUBLIME
Qu'	Nc	Qu'
on	Pp	ON
ne	Rp	NE
leur	Pp	LEUR
peut	Vvc	POUVOIR
donner	Vvn	DONNER
d'	S	DE
assez	Rg	ASSEZ
grandes	Ag	GRAND
victimes	Nc	VICTIME
.	Fs	.
Rien	Pi	RIEN
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
accompli	Ge	ACCOMPLIR
que	Cs	QUE
l'	Da	LE
homme	Nc	HOMME
sous	S	SOUS
les	Da	LE
Cieux	Nc	CIEL|CIEUX
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
ce	Pd	CE
qui	Pr	QUI
m'	Pp	JE
oblige	Vvc	OBLIGER
à	S	À
l'	Pp	IL
immoler	Vvn	IMMOLER
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
.	Fs	.
Ainsi	Rg	AINSI
sans	S	SANS
murmurer	Vvn	MURMURER
tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
peut	Vvc	POUVOIR
croire	Vvn	CROIRE
Que	Vvc	Que
chez	S	CHEZ
moi	Pp	JE
les	Da	LE
mortels	Nc	MORTEL
trouvent	Vvc	TROUVER
beaucoup	Rg	BEAUCOUP
de	S	DE
gloire	Nc	GLOIRE
Puisque	Nc	Puisque
je	Pp	JE
les	Pp	ILS
crois	Vvc	CROIRE|CROÎTRE
même	Rg	MÊME
en	S	EN
leur	Ds	LEUR
adversité	Nc	ADVERSITÉ
Dignes	Vvc	Dignes
d'	S	DE
être	Vun	ÊTRE
immolés	Ge	IMMOLER
à	S	À
la	Da	LE
Divinité	Nc	Divinité
.	Fs	.
Mais	Cc	MAIS
que	Pr	QUE
veut	Vvc	VOULOIR
ce	Dd	CE
soldat	Nc	SOLDAT
?	Fs	?
Fait	Vvc	FAIRE
-on	Nc	-on
le	Da	LE
sacrifice	Nc	SACRIFICE
?	Fs	?
Sire	Nc	SIRE
,	Fw	,
on	Pp	ON
se	Pp	IL
préparait	Vvc	PRÉPARER
à	S	À
ce	Dd	CE
divin	Ag	DIVIN
office	Nc	OFFICE
Et	Vvc	Et
déjà	Rg	DÉJÀ
les	Da	LE
captifs	Nc	CAPTIF
de	S	DE
cent	Nc	CENT
chaînes	Vvc	CHAÎNER
liés	Ge	LIER
Étaient	Nc	Étaient
proches	Ag	PROCHE
des	S+Da	DE+LE|DE+LES
lieux	Nc	LIEU|LIEUX
où	Pr	OÙ
vous	Pp	VOUS
sacrifiez	Vvc	SACRIFIER
,	Fw	,
Lorsque	Vvc	Lorsque
les	Da	LE
ennemis	Nc	ENNEMI
nous	Pp	NOUS
sont	Vuc	ÊTRE
venus	Ge	VENIR
surprendre	Vvn	SURPRENDRE
Avec	Vvc	Avec
des	Dn	UN
fureurs	Nc	FUREUR
qu'	Pr	QUE
on	Pp	ON
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
comprendre	Vvn	COMPRENDRE
.	Fs	.
Ha	Rg	HA
,	Fw	,
mon	Ds	MON
ressentiment	Nc	RESSENTIMENT
ne	Rp	NE
se	Pp	IL
peut	Vvc	POUVOIR
égaler	Vvn	ÉGALER
,	Fw	,
Mais	Vvc	Mais
qu'	Cs	QUE
a-t	Ag	a-t
-on	Nc	-on
fait	Ge	FAIRE
de	S	DE
ceux	Pd	CELUI
qu'	Pr	QUE
on	Pp	ON
allait	Vvc	ALLER
immoler	Vvn	IMMOLER
?	Fs	?
Le	Da	LE
garçon	Nc	GARÇON
s'	Pp	SE
est	Vuc	ÊTRE
sauvé	Ge	SAUVER
durant	S	DURANT
cette	Dd	CE
mêlée	Nc	MÊLÉE
Mais	Vvc	Mais
nous	Pp	NOUS
avons	Vuc	AVOIR
retint	Vvc	RETENIR
la	Da	LE
fille	Nc	FILLE
désolée	Ge	DÉSOLER
Et	Vvc	Et
le	Da	LE
prêtre	Nc	PRÊTRE
attendant	Ga	ATTENDRE
votre	Ds	VOTRE
commandement	Nc	COMMANDEMENT
La	Ag	La
retient	Vvc	RETENIR
en	S	EN
prison	Nc	PRISON
dedans	Rg	DEDANS
son	Ds	SON
logement	Nc	LOGEMENT
.	Fs	.
Que	Cs	QUE
l'	Pp	IL
on	Pp	ON
aille	Vvc	AILLER|ALLER
immoler	Vvn	IMMOLER
dessus	S	DESSUS
cette	Dd	CE
montagne	Nc	MONTAGNE
Qui	Ag	Qui
semble	Vvc	SEMBLER
présider	Vvn	PRÉSIDER
sur	S	SUR
toute	Di	TOUT
la	Da	LE
campagne	Nc	CAMPAGNE
.	Fs	.
Allez	I	ALLEZ
,	Fw	,
mais	Cc	MAIS
en	S	EN
bon	Ag	BON
nombre	Nc	NOMBRE
et	Cc	ET
montrez	Vvc	MONTRER
-vous	Nc	-vous
si	Rg	SI
forts	Ag	FORT
Que	Vvc	Que
tous	Di	TOUT
les	Da	LE
ennemis	Nc	ENNEMI
redoutent	Vvc	REDOUTER
vos	Ds	VOTRE
efforts	Nc	EFFORT
.	Fs	.
Vous	Pp	VOUS
serez	Vuc	ÊTRE
obéi	Ge	OBÉIR
.	Fs	.
Je	Pp	JE
déteste	Vvc	DÉTESTER
,	Fw	,
j'	Pp	JE
enrage	Vvc	ENRAGER
De	Vvc	De
souffrir	Vvn	SOUFFRIR
sans	S	SANS
vengeance	Nc	VENGEANCE
un	Dn	UN
si	Rg	SI
cruel	Ag	CRUEL
outrage	Nc	OUTRAGE
.	Fs	.
Tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
l'	Da	LE
ennemi	Nc	ENNEMI
verse	Vvc	VERSER
le	Da	LE
sang	Nc	SANG
des	S+Da	DE+LE|DE+LES
miens	Ps	MIEN
,	Fw	,
Ma	Vvc	Ma
ruine	Nc	RUINE
l'	Pp	IL
assure	Vvc	ASSURER
et	Cc	ET
le	Da	LE
comble	Nc	COMBLE
de	S	DE
biens	Nc	BIEN
;	Fw	;
Il	Vvc	Il
tache	Nc	TACHE|TÂCHE
mon	Ds	MON
renom	Nc	RENOM
,	Fw	,
il	Pp	IL
obscurcit	Vvc	OBSCURCIR
ma	Ds	MON
