Vraiment	Rg	VRAIMENT
le	Da	LE
sort	Nc	SORT
soit	Vuc	ÊTRE
prospère	Ag	PROSPÈRE
,	Fw	,
ou	Cc	OU
qu'	Cs	QUE
il	Pp	IL
soit	Vuc	ÊTRE
ennuyeux	Ag	ENNUYEUX
,	Fw	,
Je	Vvc	Je
suis	Vuc	ÊTRE
mon	Ds	MON
roi	Nc	ROI
,	Fw	,
mon	Ds	MON
maître	Nc	MAÎTRE
et	Cc	ET
mon	Ds	MON
sort	Nc	SORT
et	Cc	ET
mes	Ds	MON
dieux	Nc	DIEU|DIEUX
.	Fs	.
Monsieur	Nc	MONSIEUR
.	Fs	.
Que	Cs	QUE
me	Pp	JE
veux	Vvc	VOULOIR
tu	Pp	TU
?	Fs	?
Deux	Nc	DEUX
petits	Ag	PETIT
mots	Nc	MOT|MOTS
,	Fw	,
de	S	DE
grâce	Nc	GRÂCE
.	Fs	.
Parle	Vvc	PARLER
.	Fs	.
Dites	Vvc	DIRE
un	Dn	UN
peu	Rg	PEU
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
fasse	Vvc	FAIRE
;	Fw	;
Si	Vvc	Si
je	Pp	JE
vous	Pp	VOUS
entends	Vvc	ENTENDRE
bien	Rg	BIEN
,	Fw	,
vous	Pp	VOUS
renoncez	Vvc	RENONCER
à	S	À
tout	Pi	TOUT
,	Fw	,
Dieux	Ag	Dieux
,	Fw	,
Diables	Ag	DIABLE
,	Fw	,
Hommes	Vvc	Hommes
,	Fw	,
Cieux	Ag	Cieux
,	Fw	,
de	S	DE
l'	Da	LE
un	Pi	UN
à	S	À
l'	Da	LE
autre	Ag	AUTRE
bout	Nc	BOUT
;	Fw	;
Et	Vvc	Et
si	Cs	SI
ces	Dd	CE
Messieurs	Nc	MONSIEUR
là	Rg	LÀ
vous	Pp	VOUS
renoncent	Vvc	RENONCER
de	S	DE
même	Pi	MÊME
,	Fw	,
Où	Vvc	Où
diable	Ag	DIABLE
aller	Vvn	ALLER
souper	Vvn	SOUPER
?	Fs	?
Ô	Vvc	Ô
l'	Da	LE
insolence	Nc	INSOLENCE
extrême	Ag	EXTRÊME
!	Fs	!
Ayez	Vuc	AVOIR
pitié	Nc	PITIÉ
de	S	DE
moi	Pp	JE
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
car	Cc	CAR
je	Pp	JE
suis	Vuc	ÊTRE
mort	Ge	MOURIR
;	Fw	;
Je	Vvc	Je
veux	Vvc	VOULOIR
qu'	Cs	QUE
il	Pp	IL
soit	Vuc	ÊTRE
pendu	Ge	PENDRE
,	Fw	,
mais	Cc	MAIS
en	S	EN
dernier	Ag	DERNIER
ressort	Nc	RESSORT
.	Fs	.
(	Fw	(
En	S	EN
aparté	Nc	APARTÉ
)	Fw	)
Ah	Vvc	Ah
!	Fs	!
le	Da	LE
Ciel	Nc	CIEL
punira	Vvc	PUNIR
ton	Ds	TON
extrême	Ag	EXTRÊME
insolence	Nc	INSOLENCE
.	Fs	.
Mais	Cc	MAIS
retenez	Vvc	RETENIR
la	Da	LE
vôtre	As#Ps	VÔTRE
.	Fs	.
Ah	I	AH
,	Fw	,
Ciel	Vvc	Ciel
!	Fs	!
prends	Vvc	PRENDRE
ma	Ds	MON
défense	Nc	DÉFENSE
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
lui	Pp	IL
permets	Vvc	PERMETTRE
pas	Rg	PAS
...	Fs	...
Vos	Nc	Vos
cris	Nc	CRI
sont	Vuc	ÊTRE
superflus	Ag	SUPERFLU
,	Fw	,
Allez	Vvc	ALLER
,	Fw	,
retirez	Vvc	RETIRER
vous	Pp	VOUS
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Je	Pp	JE
n'	Rp	NE
en	Pp	EN
puis	Vvc	POUVOIR
plus	Rg	PLUS
.	Fs	.
Suis	Vuc	ÊTRE
-moi	Vvc	-moi
.	Fs	.
Pauvre	Ag	PAUVRE
valet	Nc	VALET
,	Fw	,
à	S	À
quelles	Dt	QUEL
aventures	Nc	AVENTURE
,	Fw	,
Gourmades	Nc	GOURMADE
,	Fw	,
coups	Nc	COUP
de	S	DE
pieds	Nc	PIED
,	Fw	,
coups	Nc	COUP
de	S	DE
bâtons	Nc	BÂTON
,	Fw	,
injures	Nc	INJURE
...	Fs	...
Quoi	Vvc	Quoi
?	Fs	?
Rien	Pi	RIEN
du	S+Da	DE+LE
tout	Pi	TOUT
;	Fw	;
allons	Vvc	ALLER
,	Fw	,
il	Pp	IL
me	Pp	JE
rouerait	Vvc	ROUER
de	S	DE
coups	Nc	COUP
.	Fs	.
Trop	Rg	TROP
pitoyable	Ag	PITOYABLE
Ciel	Vvc	Ciel
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
maintenant	Rg	MAINTENANT
à	S	À
vous	Pp	VOUS
,	Fw	,
Oui	Vvc	Oui
,	Fw	,
Dieux	Ag	Dieux
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
maintenant	Rg	MAINTENANT
à	S	À
vous	Pp	VOUS
que	Cs	QUE
je	Pp	JE
m'	Pp	JE
adresse	Vvc	ADRESSER
,	Fw	,
Considérez	Vvc	Considérez
mes	Ds	MON
pleurs	Nc	PLEUR
,	Fw	,
regardez	Vvc	REGARDER
ma	Ds	MON
tristesse	Nc	TRISTESSE
,	Fw	,
Et	Vvc	Et
si	Cs	SI
vous	Pp	VOUS
n'	Rp	NE
êtes	Vuc	ÊTRE
pas	Rg	PAS
sans	S	SANS
armes	Nc	ARME|ARMÉ
,	Fw	,
et	Cc	ET
sans	S	SANS
yeux	Nc	OEIL|YEUX
,	Fw	,
Punissez	Vvc	PUNIR
l'	Da	LE
attentat	Nc	ATTENTAT
de	S	DE
ce	Dd	CE
monstre	Nc	MONSTRE
odieux	Ag	ODIEUX
.	Fs	.
Quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
voyez	Vvc	VOIR
un	Dn	UN
fils	Nc	FIL|FILS
avec	S	AVEC
tant	Rg	TANT
d'	S	DE
insolence	Nc	INSOLENCE
Contre	Vvc	CONTRER
son	Ds	SON
père	Nc	PÈRE
user	Vvn	USER
de	S	DE
tant	Rg	TANT
de	S	DE
violence	Nc	VIOLENCE
?	Fs	?
Quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
voyez	Vvc	VOIR
ici	Rg	ICI
des	Dn	UN
coupables	Ag	COUPABLE
mortels	Nc	MORTEL
Avec	Vvc	Avec
impiété	Nc	IMPIÉTÉ
renverser	Vvn	RENVERSER
vos	Ds	VOTRE
autels	Nc	AUTEL
,	Fw	,
Et	Vvc	Et
vos	Ds	VOTRE
bras	Nc	BRAS
sont	Vuc	ÊTRE
oisifs	Nc	OISIF
,	Fw	,
et	Cc	ET
retiennent	Vvc	RETENIR
la	Da	LE
foudre	Nc	FOUDRE
Qui	Ag	Qui
dût	Vvc	DEVOIR
avoir	Vun	AVOIR
déjà	Rg	DÉJÀ
réduit	Vvc	RÉDUIRE
ce	Dd	CE
monstre	Nc	MONSTRE
en	S	EN
poudre	Nc	POUDRE|POUDRÉ
!	Fs	!
Mais	Cc	MAIS
où	Pr	OÙ
m'	Pp	JE
emporte	Vvc	EMPORTER
ici	Rg	ICI
l'	Da	LE
excès	Nc	EXCÈS
de	S	DE
la	Da	LE
douleur	Nc	DOULEUR
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
Je	Pp	JE
suis	Vuc	ÊTRE
aveugle	Ag	AVEUGLE
en	S	EN
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
malheur	Nc	MALHEUR
;	Fw	;
Faites	Vvc	FAIRE
plutôt	Rg	PLUTÔT
,	Fw	,
grands	Ag	GRAND
Dieux	Nc	DIEU|DIEUX
!	Fs	!
qu'	Cs	QUE
il	Pp	IL
conçoive	Vvc	CONCEVOIR
l'	Da	LE
envie	Nc	ENVIE
De	Vvc	De
quitter	Vvn	QUITTER
pour	S	POUR
jamais	Rg	JAMAIS
sa	Ds	SON
détestable	Ag	DÉTESTABLE
vie	Nc	VIE
;	Fw	;
Ou	Vvc	Ou
si	Cs	SI
votre	Ds	VOTRE
bonté	Nc	BONTÉ
n'	Rp	NE
écoute	Vvc	ÉCOUTER
pas	Rg	PAS
ma	Ds	MON
voix	Nc	VOIX
,	Fw	,
Il	Vvc	Il
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
plus	Rg	PLUS
languir	Vvn	LANGUIR
,	Fw	,
la	Da	LE
mort	Nc	MORT
seule	Ag	SEUL
est	Vuc	ÊTRE
mon	Ds	MON
choix	Nc	CHOIX
,	Fw	,
Oui	Vvc	Oui
,	Fw	,
plutôt	Rg	PLUTÔT
que	Cs	QUE
de	S	DE
voir	Vvn	VOIR
les	Da	LE
maux	Nc	MAL
que	Pr	QUE
j'	Pp	JE
appréhende	Vvc	APPRÉHENDER
,	Fw	,
Dieux	Ag	Dieux
,	Fw	,
donnez	Vvc	DONNER
-moi	Vvc	-moi
la	Da	LE
mort	Nc	MORT
que	Cs	QUE
mon	Ds	MON
coeur	Nc	CUR
vous	Pp	VOUS
demande	Vvc	DEMANDER
.	Fs	.
Dans	S	DANS
l'	Da	LE
entracte	Nc	ENTRACTE
,	Fw	,
Don	Nc	DON
Juan	Ag	Juan
passe	Vvc	PASSER
dans	S	DANS
un	Dn	UN
balcon	Nc	BALCON
,	Fw	,
et	Cc	ET
laisse	Vvc	LAISSER
Philipin	Nc	PHILIPPIN
en	S	EN
sentinelle	Nc	SENTINELLE
.	Fs	.
Je	Pp	JE
voudrais	Vvc	VOULOIR
bien	Rg	BIEN
savoir	Vvn	SAVOIR
que	Cs	QUE
veut	Vvc	VOULOIR
dire	Vvn	DIRE
cela	Pd	CELA
?	Fs	?
À	Vvc	À
la	Da	LE
force	Nc	FORCE|FORCÉ
,	Fw	,
au	S+Da	À+LE
secours	Nc	SECOURS
,	Fw	,
on	Pp	ON
m'	Pp	JE
enlève	Vvc	ENLEVER
!	Fs	!
On	Pp	ON
me	Pp	JE
tue	Vvc	TUER
!	Fs	!
Il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
pas	Rg	PAS
ici	Rg	ICI
faire	Vvn	FAIRE
le	Da	LE
pied	Nc	PIED
de	S	DE
grue	Nc	GRUE
;	Fw	;
Dénichons	Vvc	Dénichons
vitement	Rg	VITEMENT
.	Fs	.
Quel	Dt	QUEL
désordre	Nc	DÉSORDRE
est	Vuc	ÊTRE
ceci	Pd	CECI
?	Fs	?
Effronté	Vvc	Effronté
ravisseur	Nc	RAVISSEUR
,	Fw	,
que	Pr	QUE
viens	Vvc	VENIR
-tu	Vvc	-tu
faire	Vvn	FAIRE
ici	Rg	ICI
?	Fs	?
Jusques	Vvc	Jusques
entre	S	ENTRE
mes	Ds	MON
bras	Nc	BRAS
venir	Vvn	VENIR
ravir	Vvn	RAVIR
ma	Ds	MON
fille	Nc	FILLE
!	Fs	!
S'	Pp	SE
attaquer	Vvn	ATTAQUER
à	S	À
l'	Da	LE
honneur	Nc	HONNEUR
d'	S	DE
une	Dn	UN
illustre	Ag	ILLUSTRE
famille	Nc	FAMILLE
!	Fs	!
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
mourir	Vvn	MOURIR
...	Fs	...
Ah	Vvc	Ah
,	Fw	,
Ciel	Vvc	Ciel
!	Fs	!
mon	Ds	MON
unique	Ag	UNIQUE
recours	Nc	RECOURS
.	Fs	.
Appelle	Vvc	APPELER
maintenant	Rg	MAINTENANT
le	Pp	IL
Ciel	Vvc	Ciel
à	S	À
ton	Ds	TON
secours	Nc	SECOURS
,	Fw	,
Voilà	Vvc	Voilà
ce	Pd	CE
que	Pr	QUE
mérite	Vvc	MÉRITER
un	Dn	UN
insolent	Ag	INSOLENT
langage	Nc	LANGAGE
.	Fs	.
À	Vvc	À
moi	Pp	JE
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
blessé	Ge	BLESSER
.	Fs	.
Poursuivez-le	Vvc	Poursuivez-le
,	Fw	,
courage	Nc	COURAGE
!	Fs	!
Insolents	Nc	INSOLENT
,	Fw	,
le	Da	LE
premier	Nc	PREMIER
qui	Pr	QUI
s'	Pp	SE
avance	Vvc	AVANCER
d'	S	DE
un	Dn	UN
pas	Rg	PAS
,	Fw	,
Qui	Vvc	Qui
branle	Vvc	BRANLER
seulement	Rg	SEULEMENT
,	Fw	,
je	Pp	JE
l'	Pp	IL
envoie	Vvc	ENVOYER
au	S+Da	À+LE
trépas	Nc	TRÉPAS
.	Fs	.
Canailles	Nc	CANAILLE
,	Fw	,
vous	Pp	VOUS
fuyez	Vvc	FUIR
,	Fw	,
vous	Pp	VOUS
épargnez	Vvc	ÉPARGNER
un	Dn	UN
traître	Nc	TRAÎTRE
,	Fw	,
Alors	Nc	Alors
qu'	Pr	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
venger	Vvn	VENGER
la	Da	LE
mort	Nc	MORT
d'	S	DE
un	Dn	UN
si	Rg	SI
bon	Ag	BON
maître	Nc	MAÎTRE
.	Fs	.
Ma	Ds	MON
fille	Nc	FILLE
,	Fw	,
je	Pp	JE
me	Pp	JE
meurs	Vvc	MOURIR
,	Fw	,
adieu	Nc	ADIEU
,	Fw	,
souvenez	Vvc	SOUVENIR
-vous	Nc	-vous
Que	Vvc	Que
Don	Nc	DON
Philippe	Ag	Philippe
doit	Vvc	DEVOIR
être	Vun	ÊTRE
un	Dn	UN
jour	Nc	JOUR
votre	Ds	VOTRE
époux	Nc	ÉPOUX
:	Fw	:
J'	Pp	JE
avais	Vuc	AVOIR
pour	S	POUR
cet	Dd	CE
hymen	Nc	HYMEN
un	Dn	UN
peu	Rg	PEU
de	S	DE
répugnance	Nc	RÉPUGNANCE
;	Fw	;
C'	Vvc	C'
était	Vuc	ÊTRE
,	Fw	,
je	Pp	JE
le	Pp	IL
confesse	Vvc	CONFESSER
,	Fw	,
avec	S	AVEC
peu	Rg	PEU
d'	S	DE
apparence	Nc	APPARENCE
,	Fw	,
Mais	Vvc	Mais
vous	Pp	VOUS
en	Pp	EN
étiez	Vuc	ÊTRE
cause	Nc	CAUSE
,	Fw	,
à	S	À
présent	Nc	PRÉSENT
dites	Vvc	DIRE
lui	Pp	IL
Que	Vvc	Que
je	Pp	JE
le	Pp	IL
reconnais	Vvc	RECONNAÎTRE
pour	S	POUR
mon	Ds	MON
gendre	Nc	GENDRE
aujourd'hui	Rg	AUJOURD'HUI
,	Fw	,
Comme	Vvc	Comme
tel	Di	TEL
qu'	Pr	QUE
il	Pp	IL
se	Pp	IL
doit	Vvc	DEVOIR
venger	Vvn	VENGER
en	S	EN
sa	Ds	SON
colère	Nc	COLÈRE
De	Vvc	De
l'	Da	LE
affront	Nc	AFFRONT
de	S	DE
la	Da	LE
fille	Nc	FILLE
,	Fw	,
et	Cc	ET
de	S	DE
la	Da	LE
mort	Nc	MORT
du	S+Da	DE+LE
père	Nc	PÈRE
;	Fw	;
Et	Vvc	Et
pour	S	POUR
vous	Pp	VOUS
acquitter	Vvn	ACQUITTER
d'	S	DE
un	Dn	UN
si	Rg	SI
juste	Ag	JUSTE
devoir	Nc	DEVOIR
,	Fw	,
Montrez	Vvc	MONTRER
ce	Pd	CE
que	Pr	QUE
sur	S	SUR
lui	Pp	IL
vous	Pp	VOUS
avez	Vuc	AVOIR
de	S	DE
pouvoir	Nc	POUVOIR
,	Fw	,
Adieu	Nc	ADIEU
,	Fw	,
je	Pp	JE
n'	Rp	NE
en	Pp	EN
puis	Vvc	POUVOIR
plus	Rg	PLUS
,	Fw	,
c'	Pd	CE
en	Pp	EN
est	Vuc	ÊTRE
fait	Ge	FAIRE
,	Fw	,
et	Cc	ET
j'	Pp	JE
expire	Vvc	EXPIRER
.	Fs	.
Commandement	Nc	COMMANDEMENT
funeste	Ag	FUNESTE
!	Fs	!
Ah	I	AH
,	Fw	,
trop	Rg	TROP
cruel	Ag	CRUEL
martyre	Nc	MARTYR|MARTYRE
!	Fs	!
Mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
père	Nc	PÈRE
,	Fw	,
ah	I	AH
!	Fs	!
De	S	DE
grâce	Nc	GRÂCE
,	Fw	,
écoutez	Vvc	ÉCOUTER
.	Fs	.
Au	S+Da	À+LE
secours	Nc	SECOURS
,	Fw	,
ah	I	AH
!	Fs	!
j'	Pp	JE
appelle	Vvc	APPELER
en	S	EN
vain	Ag	VAIN
de	S	DE
tous	Di	TOUT
côtés	Nc	CÔTÉ
;	Fw	;
Il	Vvc	Il
ne	Rp	NE
respire	Vvc	RESPIRER
plus	Rg	PLUS
,	Fw	,
sa	Ds	SON
belle	Ag	BEAU
âme	Nc	ÂME
est	Vuc	ÊTRE
partie	Nc	PARTIE
,	Fw	,
Ciel	Vvc	Ciel
,	Fw	,
donnez	Vvc	DONNER
à	S	À
la	Da	LE
mienne	Ps	MIEN
une	Dn	UN
même	Ag	MÊME
sortie	Nc	SORTIE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
mon	Ds	MON
sang	Nc	SANG
qui	Pr	QUI
s'	Pp	SE
écoule	Vvc	ÉCOULER
,	Fw	,
et	Cc	ET
qui	Pr	QUI
se	Pp	IL
perd	Vvc	PERDRE
ici	Rg	ICI
,	Fw	,
Et	Vvc	Et
si	Cs	SI
mon	Ds	MON
père	Nc	PÈRE
meurt	Vvc	MOURIR
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
mourir	Vvn	MOURIR
aussi	Rg	AUSSI
.	Fs	.
Justes	Ag	JUSTE
Dieux	Nc	DIEU|DIEUX
,	Fw	,
à	S	À
quel	Dt	QUEL
sort	Nc	SORT
m'	Pp	JE
avez	Vuc	AVOIR
-vous	Nc	-vous
réservée	Ge	RÉSERVER
?	Fs	?
J'	Pp	JE
évite	Vvc	ÉVITER
le	Da	LE
malheur	Nc	MALHEUR
de	S	DE
me	Pp	JE
voir	Vvn	VOIR
enlevée	Ge	ENLEVER
,	Fw	,
Mais	Vvc	Mais
un	Dn	UN
plus	Rg	PLUS
grand	Ag	GRAND
cent	Nc	CENT
fois	Nc	FOI|FOIS
me	Pp	JE
fait	Vvc	FAIRE
au	S+Da	À+LE
même	Rg	MÊME
pas	Rg	PAS
Perdre	Vvn	PERDRE
un	Dn	UN
père	Nc	PÈRE
si	Rg	SI
bon	Ag	BON
,	Fw	,
qui	Pr	QUI
meurt	Vvc	MOURIR
entre	S	ENTRE
mes	Ds	MON
bras	Nc	BRAS
;	Fw	;
Mais	Vvc	Mais
les	Da	LE
pleurs	Nc	PLEUR
à	S	À
nos	Ds	NOTRE
maux	Nc	MAL
donnent	Vvc	DONNER
-ils	Ag	-ils
allégeance	Nc	ALLÉGEANCE
?	Fs	?
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
séchons	Vvc	SÉCHER
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
,	Fw	,
courons	Vvc	COURIR
à	S	À
la	Da	LE
vengeance	Nc	VENGEANCE
;	Fw	;
Puisqu'un	Pi	Puisqu'un
père	Nc	PÈRE
mourant	Ga	MOURIR
nous	Pp	NOUS
le	Pp	IL
commande	Vvc	COMMANDER
ainsi	Rg	AINSI
,	Fw	,
Plutôt	Vvc	Plutôt
qu'	Cs	QUE
en	S	EN
ce	Dd	CE
dessein	Nc	DESSEIN
,	Fw	,
mon	Ds	MON
coeur	Nc	CUR
n'	Rp	NE
ait	Vuc	AVOIR
réussi	Ge	RÉUSSIR
,	Fw	,
Perçons-le	Vvc	Perçons-le
,	Fw	,
et	Cc	ET
faisons	Vvc	FAIRE
voir	Vvn	VOIR
par	S	PAR
un	Dn	UN
effet	Nc	EFFET
visible	Ag	VISIBLE
À	Nc	À
quel	Pt	LEQUEL|QUEL
point	Rg	POINT
cette	Dd	CE
mort	Nc	MORT
nous	Pp	NOUS
doit	Vvc	DEVOIR
être	Vun	ÊTRE
sensible	Ag	SENSIBLE
:	Fw	:
Mais	Cc	MAIS
je	Pp	JE
n'	Rp	NE
aperçois	Vvc	APERCEVOIR
pas	Rg	PAS
que	Cs	QUE
je	Pp	JE
perds	Vvc	PERDRE
du	S+Da	DE+LE
temps	Nc	TEMPS
ici	Rg	ICI
,	Fw	,
Tandis	Vvc	Tandis
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
chercher	Vvn	CHERCHER
...	Fs	...
Quel	Vvc	Quel
désordre	Nc	DÉSORDRE
est	Vuc	ÊTRE
ceci	Pd	CECI
?	Fs	?
Amarille	Nc	Amarille
,	Fw	,
d'	S	DE
où	Pr	OÙ
vient	Vvc	VENIR
la	Da	LE
douleur	Nc	DOULEUR
apparente	Ag	APPARENT
...	Fs	...
Mon	Nc	Mon
père	Nc	PÈRE
est	Vuc	ÊTRE
mort	Ge	MOURIR
,	Fw	,
voyez	Vvc	VOIR
Amarille	Nc	Amarille
mourante	Ga	MOURIR
.	Fs	.
Amarille	Nc	Amarille
,	Fw	,
mon	Ds	MON
âme	Nc	ÂME
!	Fs	!
Ah	I	AH
!	Fs	!
Je	Pp	JE
comprends	Vvc	COMPRENDRE
assez	Rg	ASSEZ
Combien	Vvc	Combien
en	S	EN
ce	Dd	CE
malheur	Nc	MALHEUR
mes	Ds	MON
voeux	Nc	VU
sont	Vuc	ÊTRE
traversés	Ge	TRAVERSER
;	Fw	;
Mais	Vvc	Mais
nommez	Vvc	NOMMER
moi	Pp	JE
l'	Da	LE
auteur	Nc	AUTEUR
d'	S	DE
un	Dn	UN
coup	Nc	COUP
si	Rg	SI
plein	Ag	PLEIN
de	S	DE
rage	Nc	RAGE
Et	Vvc	Et
quel	Dt	QUEL
est	Vuc	ÊTRE
le	Da	LE
démon	Nc	DÉMON
qui	Pr	QUI
fait	Vvc	FAIRE
tout	Di	TOUT
ce	Dd	CE
ravage	Nc	RAVAGE|RAVAGÉ
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
Don	Nc	DON
Juan	Ag	Juan
.	Fs	.
Don	Nc	DON
Juan	Ag	Juan
!	Fs	!
L'	Da	LE
inhumain	Ag	INHUMAIN
!	Fs	!
Quoi	Pt	QUE|QUOI
qu'	Cs	QUE
il	Pp	IL
fasse	Vvc	FAIRE
,	Fw	,
il	Pp	IL
ne	Rp	NE
peut	Vvc	POUVOIR
se	Pp	IL
sauver	Vvn	SAUVER
de	S	DE
ma	Ds	MON
main	Nc	MAIN
;	Fw	;
Non	Vvc	Non
,	Fw	,
je	Pp	JE
le	Pp	IL
poursuivrai	Vvc	POURSUIVRE
jusques	Nc	jusques
dans	S	DANS
les	Da	LE
abîmes	Nc	ABÎME
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
point	Rg	POINT
d'	S	DE
asile	Nc	ASILE
au	S+Da	À+LE
monde	Nc	MONDE
pour	S	POUR
ses	Ds	SON
crimes	Nc	CRIME
;	Fw	;
Quelque	Vvc	Quelque
part	Nc	PART
qu'	Pr	QUE
il	Pp	IL
se	Pp	IL
cache	Vvc	CACHER
,	Fw	,
il	Pp	IL
ne	Rp	NE
peut	Vvc	POUVOIR
éviter	Vvn	ÉVITER
La	Vvc	La
mort	Nc	MORT
que	Cs	QUE
dans	S	DANS
le	Da	LE
sein	Nc	SEIN
mon	Ds	MON
bras	Nc	BRAS
va	Vvc	ALLER
lui	Pp	IL
porter	Vvn	PORTER
.	Fs	.
Mais	Cc	MAIS
le	Pp	IL
connaissez	Vvc	CONNAÎTRE
vous	Pp	VOUS
?	Fs	?
J'	Pp	JE
ai	Vuc	AVOIR
si	Rg	SI
peu	Rg	PEU
vu	Ge	VOIR
ce	Dd	CE
traître	Nc	TRAÎTRE
,	Fw	,
Que	Vvc	Que
j'	Pp	JE
aurai	Vuc	AVOIR
,	Fw	,
sans	S	SANS
mentir	Vvn	MENTIR
,	Fw	,
peine	Nc	PEINE
à	S	À
le	Pp	IL
reconnaître	Vvn	RECONNAÎTRE
;	Fw	;
Mais	Vvc	Mais
avec	S	AVEC
tant	Rg	TANT
de	S	DE
soins	Nc	SOIN
je	Pp	JE
m'	Pp	JE
en	Pp	EN
informerai	Vvc	INFORMER
,	Fw	,
Qu'	Vvc	Qu'
au	S+Da	À+LE
bruit	Nc	BRUIT
de	S	DE
ses	Ds	SON
forfaits	Nc	FORFAIT
je	Pp	JE
le	Pp	IL
découvrirai	Vvc	DÉCOUVRIR
.	Fs	.
Il	Pp	IL
ne	Rp	NE
peut	Vvc	POUVOIR
être	Vun	ÊTRE
loin	Rg	LOIN
,	Fw	,
on	Pp	ON
le	Pp	IL
joindra	Vvc	JOINDRE
sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
Si	Vvc	Si
nous	Pp	NOUS
mettons	Vvc	METTRE
bientôt	Rg	BIENTÔT
le	Da	LE
prévôt	Nc	PRÉVÔT
sur	S	SUR
sa	Ds	SON
route	Nc	ROUTE
.	Fs	.
Sa	Ds	SON
taille	Nc	TAILLE
?	Fs	?
Belle	Ag	BEAU
,	Fw	,
et	Cc	ET
riche	Nc	RICHE
.	Fs	.
Son	Ds	SON
air	Nc	AIR
?	Fs	?
Audacieux	Ag	AUDACIEUX
.	Fs	.
Et	Cc	ET
son	Ds	SON
poil	Nc	POIL
?	Fs	?
Assez	Rg	ASSEZ
blond	Ag	BLOND
.	Fs	.
Et	Cc	ET
son	Ds	SON
port	Nc	PORT
?	Fs	?
Glorieux	Ag	GLORIEUX
;	Fw	;
Mais	Vvc	Mais
au	S+Da	À+LE
reste	Nc	RESTE
,	Fw	,
un	Dn	UN
infâme	Ag	INFÂME
,	Fw	,
un	Dn	UN
brutal	Nc	BRUTAL
.	Fs	.
Amarille	Nc	Amarille
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
faire	Vvn	FAIRE
fermer	Vvn	FERMER
les	Da	LE
portes	Nc	PORTE|PORTÉ
de	S	DE
la	Da	LE
ville	Nc	VILLE
;	Fw	;
Mais	Vvc	Mais
comment	Rt	COMMENT
s'	Pp	SE
est	Vuc	ÊTRE
donc	Rg	DONC
fait	Ge	FAIRE
un	Dn	UN
coup	Nc	COUP
si	Rg	SI
malheureux	Ag	MALHEUREUX
?	Fs	?
Qu'	Cs	QUE
un	Dn	UN
moment	Nc	MOMENT
coûte	Vvc	COÛTER
cher	Rg	CHER
souvent	Rg	SOUVENT
aux	S+Da	À+LES
amoureux	Ag	AMOUREUX
!	Fs	!
Les	Da	LE
tueurs	Nc	TUEUR
sont	Vuc	ÊTRE
partis	Nc	PARTI
,	Fw	,
sortons	Vvc	SORTIR
de	S	DE
ma	Ds	MON
cachette	Nc	CACHETTE
;	Fw	;
Je	Vvc	Je
suis	Vuc	ÊTRE
presque	Rg	PRESQUE
aveuglé	Ge	AVEUGLER
de	S	DE
faire	Vvn	FAIRE
l'	Da	LE
échauguette	Nc	ÉCHAUGUETTE
,	Fw	,
Pour	Nc	POUR
voir	Vvn	VOIR
ce	Pd	CE
que	Pr	QUE
ferait	Vvc	FAIRE|FERRER
ce	Dd	CE
malheureux	Ag	MALHEUREUX
causeur	Nc	CAUSEUR
:	Fw	:
Larron	Nc	LARRON
pris	Ge	PRENDRE
sur	S	SUR
le	Da	LE
fait	Nc	FAIT
n'	Rp	NE
eut	Vuc	AVOIR
jamais	Rg	JAMAIS
tant	Rg	TANT
de	S	DE
peur	Nc	PEUR
:	Fw	:
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
le	Da	LE
